id,street,ward,district,city,code
18557,hoàng diệu,None,la gi,bình thuận,BTH
18558,hoàng hoa thám,None,la gi,bình thuận,BTH
18559,huỳnh thúc kháng,None,la gi,bình thuận,BTH
18560,la gi,None,la gi,bình thuận,BTH
18561,lê lợi,None,la gi,bình thuận,BTH
18562,lê minh công,None,la gi,bình thuận,BTH
18563,lê thánh tôn,None,la gi,bình thuận,BTH
18564,lê thị riêng,None,la gi,bình thuận,BTH
18565,lý thái tổ,None,la gi,bình thuận,BTH
18566,lý thường kiệt,None,la gi,bình thuận,BTH
18567,mai thúc loan,None,la gi,bình thuận,BTH
18568,ngô quyền,None,la gi,bình thuận,BTH
18569,nguyễn cảnh tuân,None,la gi,bình thuận,BTH
18570,nguyễn chí thanh,None,la gi,bình thuận,BTH
18571,nguyễn công trứ,None,la gi,bình thuận,BTH
18572,nguyễn đình chiểu,None,la gi,bình thuận,BTH
18573,nguyễn du,None,la gi,bình thuận,BTH
18574,nguyễn đức cảnh,None,la gi,bình thuận,BTH
18575,nguyễn huệ,None,la gi,bình thuận,BTH
18576,nguyễn hữu thọ,None,la gi,bình thuận,BTH
18577,nguyễn ngọc ký,None,la gi,bình thuận,BTH
18578,nguyễn thị định,None,la gi,bình thuận,BTH
18579,nguyễn trãi,None,la gi,bình thuận,BTH
18580,nguyễn trường tộ,None,la gi,bình thuận,BTH
18581,nguyễn văn côn,None,la gi,bình thuận,BTH
18582,nguyễn văn trỗi,None,la gi,bình thuận,BTH
18583,phạm ngũ lão,None,la gi,bình thuận,BTH
18584,phan bội châu,None,la gi,bình thuận,BTH
18585,phan đăng lưu,None,la gi,bình thuận,BTH
18586,quốc lộ 55,None,la gi,bình thuận,BTH
18587,quỳnh lưu,None,la gi,bình thuận,BTH
18588,thống nhất,None,la gi,bình thuận,BTH
18589,tôn đức thắng,None,la gi,bình thuận,BTH
18590,trần bình trọng,None,la gi,bình thuận,BTH
18591,trần nguyên hãn,None,la gi,bình thuận,BTH
18592,triệu thị trinh,None,la gi,bình thuận,BTH
18593,trương vĩnh ký,None,la gi,bình thuận,BTH
18594,võ thị sáu,None,la gi,bình thuận,BTH
18595,None,bình tân,la gi,bình thuận,BTH
18596,None,phước hội,la gi,bình thuận,BTH
18597,None,phước lộc,la gi,bình thuận,BTH
18598,None,tân an,la gi,bình thuận,BTH
18599,None,tân bình,la gi,bình thuận,BTH
18600,None,tân hải,la gi,bình thuận,BTH
18601,None,tân phước,la gi,bình thuận,BTH
18602,None,tân thiện,la gi,bình thuận,BTH
18603,None,tân tiến,la gi,bình thuận,BTH
18604,None,None,la gi,bình thuận,BTH
18605,đường 1,None,phan thiết,bình thuận,BTH
18606,đường 19/4,None,phan thiết,bình thuận,BTH
18607,đường 5,None,phan thiết,bình thuận,BTH
18608,đường 7,None,phan thiết,bình thuận,BTH
18609,đường 706b,None,phan thiết,bình thuận,BTH
18610,đường 719,None,phan thiết,bình thuận,BTH
18611,bà huyện thanh quan,None,phan thiết,bình thuận,BTH
18612,bà triệu,None,phan thiết,bình thuận,BTH
18613,bế văn đàn,None,phan thiết,bình thuận,BTH
18614,bùi thị xuân,None,phan thiết,bình thuận,BTH
18615,bùi viện,None,phan thiết,bình thuận,BTH
18616,cao bá quát,None,phan thiết,bình thuận,BTH
18617,cao hành,None,phan thiết,bình thuận,BTH
18618,cao thắng,None,phan thiết,bình thuận,BTH
18619,châu liêm sơn,None,phan thiết,bình thuận,BTH
18620,châu văn liêm,None,phan thiết,bình thuận,BTH
18621,chế lan viên,None,phan thiết,bình thuận,BTH
18622,chu văn an,None,phan thiết,bình thuận,BTH
18623,cường đế,None,phan thiết,bình thuận,BTH
18624,dã tượng,None,phan thiết,bình thuận,BTH
18625,đại lộ hùng vương,None,phan thiết,bình thuận,BTH
18626,đặng thị nhu,None,phan thiết,bình thuận,BTH
18627,đặng văn lãnh,None,phan thiết,bình thuận,BTH
18628,đặng văn ngữ,None,phan thiết,bình thuận,BTH
18629,đào duy anh,None,phan thiết,bình thuận,BTH
18630,đào tấn,None,phan thiết,bình thuận,BTH
18631,đinh bộ lĩnh,None,phan thiết,bình thuận,BTH
18632,đinh tiên hoàng,None,phan thiết,bình thuận,BTH
18633,dương đình nghệ,None,phan thiết,bình thuận,BTH
18634,hà huy tập,None,phan thiết,bình thuận,BTH
18635,hải thượng lãn ông,None,phan thiết,bình thuận,BTH
18636,hàm liêm,None,phan thiết,bình thuận,BTH
18637,hàm thắng,None,phan thiết,bình thuận,BTH
18638,hàn mặc tử,None,phan thiết,bình thuận,BTH
18639,hàn thuyên,None,phan thiết,bình thuận,BTH
18640,hiền vương,None,phan thiết,bình thuận,BTH
18641,hồ ngọc lâu,None,phan thiết,bình thuận,BTH
18642,hồ quang cảnh,None,phan thiết,bình thuận,BTH
18643,hồ xuân hương,None,phan thiết,bình thuận,BTH
18644,hoàng bích sơn,None,phan thiết,bình thuận,BTH
18645,hoàng diệu,None,phan thiết,bình thuận,BTH
18646,hoàng hoa thám,None,phan thiết,bình thuận,BTH
18647,hoàng văn thụ,None,phan thiết,bình thuận,BTH
18648,hùng vương,None,phan thiết,bình thuận,BTH
18649,huỳnh tấn phát,None,phan thiết,bình thuận,BTH
18650,huỳnh thị khả,None,phan thiết,bình thuận,BTH
18651,huỳnh thúc kháng,None,phan thiết,bình thuận,BTH
18652,kim ngọc,None,phan thiết,bình thuận,BTH
18653,ký con,None,phan thiết,bình thuận,BTH
18654,lạc long quân,None,phan thiết,bình thuận,BTH
18655,lâm đình trúc,None,phan thiết,bình thuận,BTH
18656,lê đại hành,None,phan thiết,bình thuận,BTH
18657,lê duẩn,None,phan thiết,bình thuận,BTH
18658,lê hồng phong,None,phan thiết,bình thuận,BTH
18659,lê lai,None,phan thiết,bình thuận,BTH
18660,lê lợi,None,phan thiết,bình thuận,BTH
18661,lê quý đôn,None,phan thiết,bình thuận,BTH
18662,lê thánh tôn,None,phan thiết,bình thuận,BTH
18663,lê thị hồng gấm,None,phan thiết,bình thuận,BTH
18664,lê văn hưu,None,phan thiết,bình thuận,BTH
18665,lê văn phấn,None,phan thiết,bình thuận,BTH
18666,long sơn,None,phan thiết,bình thuận,BTH
18667,lương định của,None,phan thiết,bình thuận,BTH
18668,lương ngọc quyến,None,phan thiết,bình thuận,BTH
18669,lương văn nắm,None,phan thiết,bình thuận,BTH
18670,lý đạo hành,None,phan thiết,bình thuận,BTH
18671,lý thường kiệt,None,phan thiết,bình thuận,BTH
18672,lý tự trọng,None,phan thiết,bình thuận,BTH
18673,mạc đĩnh chi,None,phan thiết,bình thuận,BTH
18674,mậu thân,None,phan thiết,bình thuận,BTH
18675,mũi né,None,phan thiết,bình thuận,BTH
18676,n4,None,phan thiết,bình thuận,BTH
18677,n6,None,phan thiết,bình thuận,BTH
18678,ngô sĩ liên,None,phan thiết,bình thuận,BTH
18679,ngô thì nhậm,None,phan thiết,bình thuận,BTH
18680,ngư ông,None,phan thiết,bình thuận,BTH
18681,nguyễn biểu,None,phan thiết,bình thuận,BTH
18682,nguyễn công trứ,None,phan thiết,bình thuận,BTH
18683,nguyễn đình chiểu,None,phan thiết,bình thuận,BTH
18684,nguyễn du,None,phan thiết,bình thuận,BTH
18685,nguyễn gia tú,None,phan thiết,bình thuận,BTH
18686,nguyễn hới,None,phan thiết,bình thuận,BTH
18687,nguyễn hội,None,phan thiết,bình thuận,BTH
18688,nguyễn huệ,None,phan thiết,bình thuận,BTH
18689,nguyễn hữu tiến,None,phan thiết,bình thuận,BTH
18690,nguyễn minh châu,None,phan thiết,bình thuận,BTH
18691,nguyễn phúc chu,None,phan thiết,bình thuận,BTH
18692,nguyễn sắc kim,None,phan thiết,bình thuận,BTH
18693,nguyễn tất thành,None,phan thiết,bình thuận,BTH
18694,nguyễn thái học,None,phan thiết,bình thuận,BTH
18695,nguyễn thị định,None,phan thiết,bình thuận,BTH
18696,nguyễn thông,None,phan thiết,bình thuận,BTH
18697,nguyễn trãi,None,phan thiết,bình thuận,BTH
18698,nguyễn tương,None,phan thiết,bình thuận,BTH
18699,nguyễn văn côn,None,phan thiết,bình thuận,BTH
18700,nguyễn văn cừ,None,phan thiết,bình thuận,BTH
18701,nguyễn văn linh,None,phan thiết,bình thuận,BTH
18702,nguyễn văn tố,None,phan thiết,bình thuận,BTH
18703,nguyễn văn trỗi,None,phan thiết,bình thuận,BTH
18704,nguyễn văn tư,None,phan thiết,bình thuận,BTH
18705,nguyễn viết xuân,None,phan thiết,bình thuận,BTH
18706,ông ích khiêm,None,phan thiết,bình thuận,BTH
18707,pasteur,None,phan thiết,bình thuận,BTH
18708,phạm hùng,None,phan thiết,bình thuận,BTH
18709,phạm ngọc thạch,None,phan thiết,bình thuận,BTH
18710,phạm thị ngư,None,phan thiết,bình thuận,BTH
18711,phạm văn đồng,None,phan thiết,bình thuận,BTH
18712,phan bội châu,None,phan thiết,bình thuận,BTH
18713,phan chu trinh,None,phan thiết,bình thuận,BTH
18714,phan đình phùng,None,phan thiết,bình thuận,BTH
18715,phan trung,None,phan thiết,bình thuận,BTH
18716,phú thủy,None,phan thiết,bình thuận,BTH
18717,phùng hưng,None,phan thiết,bình thuận,BTH
18718,quảng trung,None,phan thiết,bình thuận,BTH
18719,quốc lộ 1a,None,phan thiết,bình thuận,BTH
18720,tăng bạt hổ,None,phan thiết,bình thuận,BTH
18721,thái phiên,None,phan thiết,bình thuận,BTH
18722,thủ khoa huân,None,phan thiết,bình thuận,BTH
18723,tỉnh lộ 28,None,phan thiết,bình thuận,BTH
18724,tỉnh lộ 706,None,phan thiết,bình thuận,BTH
18725,tỉnh lộ 715,None,phan thiết,bình thuận,BTH
18726,tỉnh lộ 719,None,phan thiết,bình thuận,BTH
18727,tỉnh lộ 76b,None,phan thiết,bình thuận,BTH
18728,tô vĩnh diện,None,phan thiết,bình thuận,BTH
18729,tôn đức thắng,None,phan thiết,bình thuận,BTH
18730,tôn thất tùng,None,phan thiết,bình thuận,BTH
18731,trần hưng đạo,None,phan thiết,bình thuận,BTH
18732,trần lê,None,phan thiết,bình thuận,BTH
18733,trần nhật duật,None,phan thiết,bình thuận,BTH
18734,trần phú,None,phan thiết,bình thuận,BTH
18735,trần quang diệu,None,phan thiết,bình thuận,BTH
18736,trần quang khải,None,phan thiết,bình thuận,BTH
18737,trần quốc toản,None,phan thiết,bình thuận,BTH
18738,trần quý cáp,None,phan thiết,bình thuận,BTH
18739,trưng nhị,None,phan thiết,bình thuận,BTH
18740,trưng trắc,None,phan thiết,bình thuận,BTH
18741,trường chinh,None,phan thiết,bình thuận,BTH
18742,trương gia nội,None,phan thiết,bình thuận,BTH
18743,trương hán siêu,None,phan thiết,bình thuận,BTH
18744,trương văn ly,None,phan thiết,bình thuận,BTH
18745,tú luông,None,phan thiết,bình thuận,BTH
18746,từ văn tư,None,phan thiết,bình thuận,BTH
18747,tuyên quang,None,phan thiết,bình thuận,BTH
18748,văn thánh 2,None,phan thiết,bình thuận,BTH
18749,văn thánh 3a,None,phan thiết,bình thuận,BTH
18750,vạn thủy tú,None,phan thiết,bình thuận,BTH
18751,võ hữu,None,phan thiết,bình thuận,BTH
18752,võ liêm sơn,None,phan thiết,bình thuận,BTH
18753,võ nguyên giáp,None,phan thiết,bình thuận,BTH
18754,võ thị sáu,None,phan thiết,bình thuận,BTH
18755,võ văn dũng,None,phan thiết,bình thuận,BTH
18756,võ văn kiệt,None,phan thiết,bình thuận,BTH
18757,võ văn tần,None,phan thiết,bình thuận,BTH
18758,xuân phú,None,phan thiết,bình thuận,BTH
18759,yersin,None,phan thiết,bình thuận,BTH
18760,None,bình hưng,phan thiết,bình thuận,BTH
18761,None,đức long,phan thiết,bình thuận,BTH
18762,None,đức nghĩa,phan thiết,bình thuận,BTH
18763,None,đức thắng,phan thiết,bình thuận,BTH
18764,None,hàm tiến,phan thiết,bình thuận,BTH
18765,None,hưng long,phan thiết,bình thuận,BTH
18766,None,lạc đạo,phan thiết,bình thuận,BTH
18767,None,mũi né,phan thiết,bình thuận,BTH
18769,None,phong nẫm,phan thiết,bình thuận,BTH
18770,None,phú hài,phan thiết,bình thuận,BTH
18771,None,phú tài,phan thiết,bình thuận,BTH
18772,None,phú thủy,phan thiết,bình thuận,BTH
18773,None,phú trinh,phan thiết,bình thuận,BTH
18774,None,thanh hải,phan thiết,bình thuận,BTH
18775,None,thiện nghiệp,phan thiết,bình thuận,BTH
18776,None,tiến lợi,phan thiết,bình thuận,BTH
18777,None,tiến thành,phan thiết,bình thuận,BTH
18778,None,xuân an,phan thiết,bình thuận,BTH
18792,None,None,phan thiết,bình thuận,BTH
18793,quốc lộ 55,None,tánh linh,bình thuận,BTH
18794,None,bắc ruộng,tánh linh,bình thuận,BTH
18795,None,đồng kho,tánh linh,bình thuận,BTH
18796,None,đức bình,tánh linh,bình thuận,BTH
18797,None,đức phú,tánh linh,bình thuận,BTH
18798,None,đức tân,tánh linh,bình thuận,BTH
18799,None,đức thuận,tánh linh,bình thuận,BTH
18800,None,gia an,tánh linh,bình thuận,BTH
18801,None,gia huynh,tánh linh,bình thuận,BTH
18802,None,huy khiêm,tánh linh,bình thuận,BTH
18803,None,la ngâu,tánh linh,bình thuận,BTH
18804,None,lạc tánh,tánh linh,bình thuận,BTH
18805,None,măng tố,tánh linh,bình thuận,BTH
18806,None,nghị đức,tánh linh,bình thuận,BTH
18807,None,suối kiết,tánh linh,bình thuận,BTH
18808,cao bá quát,None,tuy phong,bình thuận,BTH
18809,hải thượng lãn ông,None,tuy phong,bình thuận,BTH
18810,hàm nghi,None,tuy phong,bình thuận,BTH
18811,lê duẩn,None,tuy phong,bình thuận,BTH
18812,lý thường kiệt,None,tuy phong,bình thuận,BTH
18813,thống nhất,None,tuy phong,bình thuận,BTH
18814,trần phú,None,tuy phong,bình thuận,BTH
18815,võ thị sáu,None,tuy phong,bình thuận,BTH
18816,None,bình thạnh,tuy phong,bình thuận,BTH
18817,None,chí công,tuy phong,bình thuận,BTH
18818,None,hoà minh,tuy phong,bình thuận,BTH
18819,None,hoà phú,tuy phong,bình thuận,BTH
18820,None,liên hương,tuy phong,bình thuận,BTH
18821,None,phan dũng,tuy phong,bình thuận,BTH
18822,None,phan rí cửa,tuy phong,bình thuận,BTH
18823,None,phong phú,tuy phong,bình thuận,BTH
18824,None,phú lạc,tuy phong,bình thuận,BTH
18825,None,phước thể,tuy phong,bình thuận,BTH
18826,None,vĩnh hảo,tuy phong,bình thuận,BTH
18827,None,vĩnh tân,tuy phong,bình thuận,BTH
18828,đường 1,None,cà mau,cà mau,CM
18829,đường 19/5,None,cà mau,cà mau,CM
18830,đường 3/2,None,cà mau,cà mau,CM
18831,đường 30/4,None,cà mau,cà mau,CM
18832,đường 4,None,cà mau,cà mau,CM
18833,âu cơ,None,cà mau,cà mau,CM
18834,bà triệu,None,cà mau,cà mau,CM
18835,bùi thị trường,None,cà mau,cà mau,CM
18836,cao thắng,None,cà mau,cà mau,CM
18837,châu văn đặng,None,cà mau,cà mau,CM
18838,châu văn liêm,None,cà mau,cà mau,CM
18839,chung thành châu,None,cà mau,cà mau,CM
18840,d7,None,cà mau,cà mau,CM
18841,đinh tiên hoàng,None,cà mau,cà mau,CM
18842,đỗ thừa luông,None,cà mau,cà mau,CM
18843,đỗ thừa tự,None,cà mau,cà mau,CM
18844,hải thượng lãn ông,None,cà mau,cà mau,CM
18845,hòa an 8,None,cà mau,cà mau,CM
18846,hoa lư,None,cà mau,cà mau,CM
18847,hoàng văn thụ,None,cà mau,cà mau,CM
18848,hùng vương,None,cà mau,cà mau,CM
18849,huỳnh phi hùng,None,cà mau,cà mau,CM
18850,huỳnh tấn phát,None,cà mau,cà mau,CM
18851,huỳnh thúc kháng,None,cà mau,cà mau,CM
18852,k2,None,cà mau,cà mau,CM
18853,kim đồng,None,cà mau,cà mau,CM
18854,kinh rạch rập,None,cà mau,cà mau,CM
18855,lê đức thọ,None,cà mau,cà mau,CM
18856,lê hồng phong,None,cà mau,cà mau,CM
18857,lê hữu phước,None,cà mau,cà mau,CM
18858,lê khắc xương,None,cà mau,cà mau,CM
18859,lê thị riêng,None,cà mau,cà mau,CM
18860,lê vĩnh hòa,None,cà mau,cà mau,CM
18861,lộ mới,None,cà mau,cà mau,CM
18862,lý bôn,None,cà mau,cà mau,CM
18863,lý thái tôn,None,cà mau,cà mau,CM
18864,lý thường kiệt,None,cà mau,cà mau,CM
18865,lý tự trọng,None,cà mau,cà mau,CM
18866,lý văn lâm,None,cà mau,cà mau,CM
18867,mạc đĩnh chi,None,cà mau,cà mau,CM
18868,mậu thân,None,cà mau,cà mau,CM
18869,nam cao,None,cà mau,cà mau,CM
18870,ngô gia tự,None,cà mau,cà mau,CM
18871,ngô quyền,None,cà mau,cà mau,CM
18872,nguyễn bình,None,cà mau,cà mau,CM
18873,nguyễn chánh tâm,None,cà mau,cà mau,CM
18874,nguyễn công trứ,None,cà mau,cà mau,CM
18875,nguyễn đình chiểu,None,cà mau,cà mau,CM
18876,nguyễn đình thi,None,cà mau,cà mau,CM
18877,nguyễn du,None,cà mau,cà mau,CM
18878,nguyễn hữu lễ,None,cà mau,cà mau,CM
18879,nguyễn hữu nghĩa,None,cà mau,cà mau,CM
18880,nguyễn ngọc cung,None,cà mau,cà mau,CM
18881,nguyễn ngọc sanh,None,cà mau,cà mau,CM
18882,nguyễn tất thành,None,cà mau,cà mau,CM
18883,nguyễn thái học,None,cà mau,cà mau,CM
18884,nguyễn thị nho,None,cà mau,cà mau,CM
18885,nguyễn trãi,None,cà mau,cà mau,CM
18886,nguyễn trung thành,None,cà mau,cà mau,CM
18887,nguyễn văn bảy,None,cà mau,cà mau,CM
18888,nguyễn văn biên,None,cà mau,cà mau,CM
18889,phạm chí hiền,None,cà mau,cà mau,CM
18890,phạm ngọc thạch,None,cà mau,cà mau,CM
18891,phạm ngũ lão,None,cà mau,cà mau,CM
18892,phan bội châu,None,cà mau,cà mau,CM
18893,phan đình giót,None,cà mau,cà mau,CM
18894,phần lăng 8,None,cà mau,cà mau,CM
18895,phan ngọc hiển,None,cà mau,cà mau,CM
18896,quản lộ phụng hiệp,None,cà mau,cà mau,CM
18897,quốc lộ 1a,None,cà mau,cà mau,CM
18898,quốc lộ 63,None,cà mau,cà mau,CM
18899,tạ uyên,None,cà mau,cà mau,CM
18900,tân thới hiệp 1,None,cà mau,cà mau,CM
18901,thế lữ,None,cà mau,cà mau,CM
18902,tô hiến thành,None,cà mau,cà mau,CM
18903,tôn đức thắng,None,cà mau,cà mau,CM
18904,tôn thất tùng,None,cà mau,cà mau,CM
18905,trần bình trọng,None,cà mau,cà mau,CM
18906,trần hưng đạo,None,cà mau,cà mau,CM
18907,trần quang khải,None,cà mau,cà mau,CM
18908,trần văn ơn,None,cà mau,cà mau,CM
18909,trần văn thời,None,cà mau,cà mau,CM
18910,trương định,None,cà mau,cà mau,CM
18911,tuệ tĩnh,None,cà mau,cà mau,CM
18912,vành đai 1,None,cà mau,cà mau,CM
18913,võ văn tần,None,cà mau,cà mau,CM
18914,võ văn vân,None,cà mau,cà mau,CM
18915,xuân diệu,None,cà mau,cà mau,CM
18916,None,phường 1,cà mau,cà mau,CM
18917,None,phường 2,cà mau,cà mau,CM
18918,None,phường 3,cà mau,cà mau,CM
18919,None,phường 4,cà mau,cà mau,CM
18920,None,phường 5,cà mau,cà mau,CM
18921,None,phường 6,cà mau,cà mau,CM
18922,None,phường 7,cà mau,cà mau,CM
18923,None,phường 8,cà mau,cà mau,CM
18924,None,phường 9,cà mau,cà mau,CM
18925,None,an xuyên,cà mau,cà mau,CM
18926,None,định bình,cà mau,cà mau,CM
18927,None,hòa tân,cà mau,cà mau,CM
18928,None,hòa thành,cà mau,cà mau,CM
18929,None,lý văn lâm,cà mau,cà mau,CM
18930,None,tắc vân,cà mau,cà mau,CM
18931,None,tân thành,cà mau,cà mau,CM
18932,None,tân xuyên,cà mau,cà mau,CM
18933,quốc lộ 1a,None,cái nước,cà mau,CM
18934,None,cái nước,cái nước,cà mau,CM
18935,None,đông hưng,cái nước,cà mau,CM
18936,None,đông thới,cái nước,cà mau,CM
18937,None,hòa mỹ,cái nước,cà mau,CM
18938,None,hưng mỹ,cái nước,cà mau,CM
18939,None,lương thế trân,cái nước,cà mau,CM
18940,None,phú hưng,cái nước,cà mau,CM
18941,None,tân hưng,cái nước,cà mau,CM
18942,None,tân hưng đông,cái nước,cà mau,CM
18943,None,thạnh phú,cái nước,cà mau,CM
18944,None,trần thới,cái nước,cà mau,CM
18945,None,đầm dơi,đầm dơi,cà mau,CM
18946,None,ngọc chánh,đầm dơi,cà mau,CM
18947,None,nguyễn huân,đầm dơi,cà mau,CM
18948,None,quách phẩm,đầm dơi,cà mau,CM
18949,None,quách phẩm bắc,đầm dơi,cà mau,CM
18950,None,tạ an khương,đầm dơi,cà mau,CM
18951,None,tạ an khương đông,đầm dơi,cà mau,CM
18952,None,tạ an khương nam,đầm dơi,cà mau,CM
18953,None,tân dân,đầm dơi,cà mau,CM
18954,None,tân đức,đầm dơi,cà mau,CM
18955,None,tân duyệt,đầm dơi,cà mau,CM
18956,None,tân thuận,đầm dơi,cà mau,CM
18957,None,tân tiến,đầm dơi,cà mau,CM
18958,None,tân trung,đầm dơi,cà mau,CM
18959,None,thanh tùng,đầm dơi,cà mau,CM
18960,None,trần phán,đầm dơi,cà mau,CM
18961,lý nam đế,None,năm căn,cà mau,CM
18962,quốc lộ 1a,None,năm căn,cà mau,CM
18963,None,đất mới,năm căn,cà mau,CM
18964,None,hàm rồng,năm căn,cà mau,CM
18965,None,hàng vịnh,năm căn,cà mau,CM
18966,None,hiệp tùng,năm căn,cà mau,CM
18967,None,lâm hải,năm căn,cà mau,CM
18968,None,năm căn,năm căn,cà mau,CM
18969,None,tam giang,năm căn,cà mau,CM
18970,None,tam giang đông,năm căn,cà mau,CM
18971,đường 13/12,None,ngọc hiển,cà mau,CM
18972,bông văn dĩa,None,ngọc hiển,cà mau,CM
18973,nguyễn văn cứng,None,ngọc hiển,cà mau,CM
18974,None,đất mũi,ngọc hiển,cà mau,CM
18975,None,rạch gốc,ngọc hiển,cà mau,CM
18976,None,tam giang tây,ngọc hiển,cà mau,CM
18977,None,tân ân,ngọc hiển,cà mau,CM
18978,None,tân ân tây,ngọc hiển,cà mau,CM
18979,None,viên an,ngọc hiển,cà mau,CM
18980,None,viên an đông,ngọc hiển,cà mau,CM
18981,None,cái đôi vàm,phú tân,cà mau,CM
18982,None,nguyễn việt khái,phú tân,cà mau,CM
18983,None,phú mỹ,phú tân,cà mau,CM
18984,None,phú tân,phú tân,cà mau,CM
18985,None,phú thuận,phú tân,cà mau,CM
18986,None,rạch chèo,phú tân,cà mau,CM
18987,None,tân hải,phú tân,cà mau,CM
18988,None,tân hưng tây,phú tân,cà mau,CM
18989,None,việt thắng,phú tân,cà mau,CM
18990,đường 13/12,None,thới bình,cà mau,CM
18991,lê công nhân,None,thới bình,cà mau,CM
18992,lê duẩn,None,thới bình,cà mau,CM
18993,ngô quyền,None,thới bình,cà mau,CM
18994,võ văn kiệt,None,thới bình,cà mau,CM
18995,xuyên á,None,thới bình,cà mau,CM
18996,None,biển bạch,thới bình,cà mau,CM
18997,None,biển bạch đông,thới bình,cà mau,CM
18998,None,hồ thị kỷ,thới bình,cà mau,CM
18999,None,tân bằng,thới bình,cà mau,CM
19000,None,tân lộc,thới bình,cà mau,CM
19001,None,tân lộc bắc,thới bình,cà mau,CM
19002,None,tân lộc đông,thới bình,cà mau,CM
19003,None,tân phú,thới bình,cà mau,CM
19004,None,thới bình,thới bình,cà mau,CM
19005,None,trí lực,thới bình,cà mau,CM
19006,None,trí phải,thới bình,cà mau,CM
19007,đường 30/4,None,trần văn thời,cà mau,CM
19008,nguyễn ngọc sanh,None,trần văn thời,cà mau,CM
19009,None,khánh bình,trần văn thời,cà mau,CM
19010,None,khánh bình đông,trần văn thời,cà mau,CM
19011,None,khánh bình tây,trần văn thời,cà mau,CM
19012,None,khánh bình tây bắc,trần văn thời,cà mau,CM
19013,None,khánh hải,trần văn thời,cà mau,CM
19014,None,khánh hưng,trần văn thời,cà mau,CM
19015,None,khánh lộc,trần văn thời,cà mau,CM
19016,None,lợi an,trần văn thời,cà mau,CM
19017,None,phong điền,trần văn thời,cà mau,CM
19018,None,phong lạc,trần văn thời,cà mau,CM
19019,None,sông đốc,trần văn thời,cà mau,CM
19020,None,trần hợi,trần văn thời,cà mau,CM
19021,None,trần văn thời,trần văn thời,cà mau,CM
19022,None,khánh an,u minh,cà mau,CM
19023,None,khánh hòa,u minh,cà mau,CM
19024,None,khánh hội,u minh,cà mau,CM
19025,None,khánh lâm,u minh,cà mau,CM
19026,None,khánh thuận,u minh,cà mau,CM
19027,None,khánh tiến,u minh,cà mau,CM
19028,None,nguyễn phích,u minh,cà mau,CM
19029,None,u minh,u minh,cà mau,CM
19030,tỉnh lộ 922,None,thới lai,cần thơ,CT
19031,None,định môn,thới lai,cần thơ,CT
19032,None,đông bình,thới lai,cần thơ,CT
19033,None,đông thuận,thới lai,cần thơ,CT
19034,None,tân thạnh,thới lai,cần thơ,CT
19035,None,thị trấn thới lai,thới lai,cần thơ,CT
19036,None,thới tân,thới lai,cần thơ,CT
19037,None,thới thạnh,thới lai,cần thơ,CT
19038,None,trường thắng,thới lai,cần thơ,CT
19039,None,trường thành,thới lai,cần thơ,CT
19040,None,trường xuân,thới lai,cần thơ,CT
19041,None,trường xuân a,thới lai,cần thơ,CT
19042,None,trường xuân b,thới lai,cần thơ,CT
19043,None,xuân thắng,thới lai,cần thơ,CT
19044,đường 52,None,bình thủy,cần thơ,CT
19045,đường 91b,None,bình thủy,cần thơ,CT
19046,bình phó b,None,bình thủy,cần thơ,CT
19047,bình trung,None,bình thủy,cần thơ,CT
19048,bùi hữu nghĩa,None,bình thủy,cần thơ,CT
19049,cách mạng tháng tám,None,bình thủy,cần thơ,CT
19050,công binh,None,bình thủy,cần thơ,CT
19051,hồi lực,None,bình thủy,cần thơ,CT
19052,huỳnh phan hộ,None,bình thủy,cần thơ,CT
19053,lê hồng phong,None,bình thủy,cần thơ,CT
19054,lê thị hồng gấm,None,bình thủy,cần thơ,CT
19055,lê văn bì,None,bình thủy,cần thơ,CT
19056,lê văn sô,None,bình thủy,cần thơ,CT
19057,mậu thân,None,bình thủy,cần thơ,CT
19058,nguyễn chí thanh,None,bình thủy,cần thơ,CT
19059,nguyễn đệ,None,bình thủy,cần thơ,CT
19060,nguyễn thị hồng gấm,None,bình thủy,cần thơ,CT
19061,nguyễn thị tạo,None,bình thủy,cần thơ,CT
19062,nguyễn thông,None,bình thủy,cần thơ,CT
19063,nguyễn truyền thanh,None,bình thủy,cần thơ,CT
19064,nguyễn văn cừ,None,bình thủy,cần thơ,CT
19065,nguyễn văn linh,None,bình thủy,cần thơ,CT
19066,nguyễn văn trường,None,bình thủy,cần thơ,CT
19067,nguyễn việt dũng,None,bình thủy,cần thơ,CT
19068,nguyễn viết xuân,None,bình thủy,cần thơ,CT
19069,phạm hữu lầu,None,bình thủy,cần thơ,CT
19070,phạm thị ban,None,bình thủy,cần thơ,CT
19071,quang trung,None,bình thủy,cần thơ,CT
19072,quốc lộ 91b,None,bình thủy,cần thơ,CT
19073,rạch bà bộ,None,bình thủy,cần thơ,CT
19074,số 3,None,bình thủy,cần thơ,CT
19075,số 36,None,bình thủy,cần thơ,CT
19076,tỉnh lộ 918,None,bình thủy,cần thơ,CT
19077,trần phú,None,bình thủy,cần thơ,CT
19078,trần quang diệu,None,bình thủy,cần thơ,CT
19079,vành đai b,None,bình thủy,cần thơ,CT
19080,vành đai phi trường,None,bình thủy,cần thơ,CT
19081,võ văn kiệt,None,bình thủy,cần thơ,CT
19082,None,phường 8,bình thủy,cần thơ,CT
